z,u,T,rho,viscosity,thermalConductivity,cp,HeatRelease,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,ProdRate-H2,ProdRate-H,ProdRate-O,ProdRate-O2,ProdRate-OH,ProdRate-H2O,ProdRate-HO2,ProdRate-H2O2,ProdRate-C,ProdRate-CH,ProdRate-CH2,ProdRate-CH2(S),ProdRate-CH3,ProdRate-CH4,ProdRate-CO,ProdRate-CO2,ProdRate-HCO,ProdRate-CH2O,ProdRate-CH2OH,ProdRate-CH3O,ProdRate-CH3OH,ProdRate-C2H,ProdRate-C2H2,ProdRate-C2H3,ProdRate-C2H4,ProdRate-C2H5,ProdRate-C2H6,ProdRate-HCCO,ProdRate-CH2CO,ProdRate-HCCOH,ProdRate-N,ProdRate-NH,ProdRate-NH2,ProdRate-NH3,ProdRate-NNH,ProdRate-NO,ProdRate-NO2,ProdRate-N2O,ProdRate-HNO,ProdRate-CN,ProdRate-HCN,ProdRate-H2CN,ProdRate-HCNN,ProdRate-HCNO,ProdRate-HOCN,ProdRate-HNCO,ProdRate-NCO,ProdRate-N2,ProdRate-AR,ProdRate-C3H7,ProdRate-C3H8,ProdRate-CH2CHO,ProdRate-CH3CHO 
0.010499999999999999,0.5933860052967233,706.336064301126,0.47498716042305705,3.301771978365573e-05,0.057123226198019725,1200.4860634877848,22389952.000857703,0.00042453151707621726,1.1287881241235641e-07,3.12917921720678e-07,0.18904556473537168,3.005421919186887e-06,0.028344415796609235,0.00012798123746330105,3.822662161352414e-05,-3.820788470521595e-16,6.98197446371831e-14,1.8363573428999523e-09,1.6053842336264205e-10,1.5134155875372623e-05,0.031097784116306277,0.008194402155632722,0.008863359914480713,2.0765612027246093e-08,0.0005630169296460925,6.158349087793669e-10,2.0068297270765016e-05,8.009837257644187e-05,2.680400899269887e-15,2.8662848372761996e-06,1.7697801513625543e-10,8.663481937973817e-05,3.6336445452682194e-07,0.0002483714758157902,4.4488261851716104e-10,1.3111857632713211e-05,3.188271840968448e-09,2.3408185787776867e-13,1.8645888519576893e-11,5.146390974170358e-10,1.490909234816674e-09,3.635927229763937e-13,4.793958412403325e-07,3.629931842075231e-07,2.9915356379889513e-08,4.193596349157152e-10,-1.935846842596137e-15,6.261283570027668e-08,2.6833024126205496e-11,7.580446491007069e-15,3.3987933157950128e-09,3.960871477693053e-11,3.324106269769167e-08,9.901522018532859e-11,0.7328169982122891,-9.165845361917743e-15,1.807759579721654e-08,4.2776381607699935e-06,1.2510579364252097e-07,8.216724198007737e-06,-0.0008597145497018067,-0.026932303699725112,-0.0008826479031485286,-0.052101035739031826,-0.0029975703053256807,0.047998145214635315,0.009871161658856067,0.0016006021614334443,1.6543000254391214e-09,2.4334635525624596e-10,-6.763256664280708e-06,-6.016400986545912e-07,-0.013648138576481506,-0.028341344609312785,0.009226835299870123,0.002011938906854231,-1.9231205902189158e-05,0.017638831139337313,-7.640302074558348e-07,0.0037057365774982552,0.002758363271601879,9.09378645491423e-10,-2.2007887162079537e-06,-3.037761545290223e-07,0.000701212700576258,-0.0001636874637005043,0.0029931202288990028,-5.784865374551145e-07,-0.00012242121514223435,-2.0172805506719142e-08,-6.322787207691696e-10,-2.790537074402916e-08,-2.2754479473291058e-08,1.3765825266712177e-08,2.6479823775976254e-10,-2.094520867890895e-05,2.0975230273058788e-05,1.9751015772637258e-10,2.656592366595887e-09,9.028776074848127e-10,-3.89384650698988e-09,5.18763716406881e-09,1.1320747631705309e-09,-5.0885704462996676e-09,-6.652120370824516e-11,1.173062056636381e-08,-4.339557416319833e-09,-1.3866444624477392e-09,0.0,-7.156543785663849e-07,1.6359585587566014e-05,-4.224492157412888e-05,-4.8777580464754636e-05
0.010505859375,0.6043119348759205,719.1865320581878,0.46639941651318484,3.3418339931395184e-05,0.058064365456253424,1205.1281340440353,25346686.58521303,0.0004287828170290948,1.363244188516739e-07,3.6551153105373735e-07,0.18783806517745524,3.3419541402760498e-06,0.029172815965542716,0.000131417920873219,3.8621699079865084e-05,3.041942718877318e-16,1.0503406335429089e-13,2.260976403271218e-09,1.98161473465569e-10,1.6951301302575826e-05,0.03070163628083357,0.008495811663919908,0.009272392605434008,2.4741563865061654e-08,0.0005826598350612656,7.602297062794776e-10,2.0408350038292976e-05,8.304824103040657e-05,6.097490355067103e-15,2.993108152137459e-06,2.226008760346403e-10,9.03961022284172e-05,4.190926023870533e-07,0.0002600311829767627,5.395194515495815e-10,1.3825654286556499e-05,3.358151347525578e-09,2.8041277731866874e-13,2.0968951684037723e-11,5.279866959653598e-10,1.5356578556437724e-09,4.773029217530003e-13,5.091713726909407e-07,3.576249301548374e-07,3.131544151664178e-08,4.3498852415741936e-10,1.7690513472339904e-15,6.538599594677764e-08,2.698731397157268e-11,1.736482073473939e-14,3.558137509941203e-09,4.148385353558411e-11,3.4787449122473017e-08,1.0449697389201581e-10,0.7328314618411266,7.481405408866402e-15,2.0276231641856216e-08,4.545745614848424e-06,1.4823393279991994e-07,8.666508645508077e-06,-0.0004999312081153046,-0.030633056862811283,-0.0010431966044224994,-0.05795653583017427,-0.003254009669647241,0.054471587854289426,0.010535193254604683,0.001635118452011385,-1.2147596157691271e-09,-4.010803740399249e-09,-8.039463237054525e-06,-7.166163725369648e-07,-0.015166998552001138,-0.03203870438656559,0.010661838044837947,0.0023112978247987635,-2.2956314146446027e-05,0.019408275553896882,-9.329917467278018e-07,0.003884980264592601,0.0030676506763669654,-7.068590482067241e-10,-2.701150849315469e-06,-3.7962835089849916e-07,0.0008065010371946709,-0.00018499989866076568,0.0035464358712697006,-7.087352094293492e-07,-0.00014294732305303163,-2.488993389824443e-08,-7.825622446663759e-10,-3.061840175004474e-08,-2.55787057611764e-08,1.5425991681493526e-08,-2.095872209198966e-09,-1.969318142704672e-05,1.9725197958326067e-05,2.283268162217019e-10,3.5781426367998557e-09,-6.402434525377659e-10,-3.833140190904226e-09,5.459057425997052e-09,-9.004753051707999e-10,-6.341181605067957e-09,-8.653840903391309e-11,1.4422463841687233e-08,-3.4733863290137126e-09,2.99400714637299e-09,6.162975822039155e-33,-2.8864582336398104e-07,2.058699540071681e-05,-4.4107944190482435e-05,-5.5360866431667235e-05
0.01051171875,0.6154200234726729,732.2485206135256,0.45798109127439657,3.382285303475985e-05,0.05902106626530602,1209.8308983306163,28612937.850201163,0.00043302903204598986,1.636335509471329e-07,4.2706318625553177e-07,0.18660261479892107,3.7108299752173454e-06,0.03001368621665409,0.00013467243784621936,3.8983631419555404e-05,-1.3802017449582962e-16,1.5533006096442e-13,2.7718776489226686e-09,2.4346700694419134e-10,1.8967779470075893e-05,0.03029733107309599,0.008804621557381933,0.009695177392705532,2.9451847626777265e-08,0.0006023705850210065,9.365472610850428e-10,2.0645333886645257e-05,8.59992797559267e-05,7.346018020260198e-15,3.1240490947956685e-06,2.7929276398059826e-10,9.42580438069988e-05,4.823589343511255e-07,0.0002720100454482421,6.538926657617755e-10,1.4573693139460653e-05,3.5357315994266417e-09,3.2317847279977603e-13,2.352372016905478e-11,5.416728958786862e-10,1.581017493865196e-09,6.207683536249788e-13,5.40172387919618e-07,3.512883131185516e-07,3.276376351525045e-08,4.509009418961315e-10,-5.375889697407362e-16,6.824493317912177e-08,2.698199276254106e-11,1.9996673735513224e-14,3.7231781436620873e-09,4.339509804734102e-11,3.638620129247794e-08,1.1027620636709925e-10,0.732847918015317,-4.964862788614378e-15,2.260296160432963e-08,4.826329079820661e-06,1.743407056629086e-07,9.136643841477522e-06,9.989066225723175e-06,-0.03462740991591455,-0.0012302403160366867,-0.06421778496658588,-0.003536589476151124,0.061666632350824827,0.011079473958192946,0.0016700811619434,6.159540862226401e-10,-2.839930393985513e-09,-9.528113844621807e-06,-8.456580845442553e-07,-0.016834888029301966,-0.03613213641652305,0.012306233133887855,0.00265014369490177,-2.7358370690337697e-05,0.021340038563358858,-1.1322325256657027e-06,0.003983219089553649,0.003391683450061531,3.0196132283652153e-10,-3.298247035803356e-06,-4.7118303324699545e-07,0.0009250945429100709,-0.00020901760015339585,0.004190465627021726,-8.67199099188014e-07,-0.0001658402270609149,-3.052652409107602e-08,-8.71524285422281e-10,-3.350372224906936e-08,-2.8710165897637197e-08,1.7279307081775443e-08,-1.002665974548308e-09,-1.816073345567303e-05,1.8194675052513412e-05,2.658270574765095e-10,4.58799071831717e-09,3.273389774988307e-10,-3.6111244003686835e-09,5.610428906025378e-09,3.4852980778472307e-10,-7.838804367964883e-09,-1.1165225736628974e-10,1.7627009976923662e-08,-5.217070641606239e-09,6.335049117234259e-10,0.0,2.7028905854357243e-07,2.5770622094771962e-05,-4.5118132425337376e-05,-6.269573402770771e-05
0.010517578125,0.6267075951930396,745.5188157567877,0.4497324369841995,3.423111512189551e-05,0.05999299081299425,1214.5887298612586,32210734.110780656,0.00043726950906030785,1.9524795475549213e-07,4.990387748597117e-07,0.185339157114335,4.11443049435604e-06,0.030866867736140356,0.00013772847775472038,3.931104598252678e-05,-3.112760425997735e-17,2.2799793218514304e-13,3.383894199893589e-09,2.9775806943737604e-10,2.120254966663642e-05,0.029884884589491865,0.009120858046612224,0.010131939106046949,3.5024133037977783e-08,0.0006220950675128441,1.1511417074873917e-09,2.0774517107278334e-05,8.894148075500628e-05,1.1009452347431951e-14,3.2591858386535767e-06,3.4958061950109844e-10,9.821905697296555e-05,5.54037595217714e-07,0.0002842945482314952,7.921294508734505e-10,1.5357779430082e-05,3.721485777286417e-09,3.784938794564561e-13,2.634633826956831e-11,5.557375013249428e-10,1.626983729951918e-09,8.014514105295746e-13,5.723760675062584e-07,3.440292254833458e-07,3.426124328795321e-08,4.671088814517688e-10,6.315628518591253e-17,7.119078749698609e-08,2.6841138393061463e-11,2.90171682514936e-14,3.894127295865665e-09,4.539127915319502e-11,3.80381689218341e-08,1.1647512320598434e-10,0.7328663900025062,-2.9877200515137053e-15,2.503081563669953e-08,5.119526499318557e-06,2.0354524535907654e-07,9.62794554851685e-06,0.0007035281157158046,-0.038922354513144256,-0.0014472867624315718,-0.07089373669988411,-0.003854335222982248,0.06963890716522611,0.011478835986375368,0.0017058562896257704,2.3262044316191254e-10,-4.777561997243513e-09,-1.1277641735768767e-05,-9.984224959409897e-07,-0.01866556189842486,-0.040654970618049596,0.014187464365346096,0.0030327490171686566,-3.2556038619378086e-05,0.02343837716953139,-1.3711091957367737e-06,0.00398729099979879,0.003727796992612202,7.135477177461694e-11,-4.007628576525467e-06,-5.85280547669606e-07,0.001058383204799903,-0.00023617292532884825,0.004937467560992506,-1.0628025722482694e-06,-0.0001911713222808138,-3.7225275464080004e-08,-1.0160675956981875e-09,-3.66096294568735e-08,-3.217380651412177e-08,1.9348787793760813e-08,-1.6132315799317576e-09,-1.636125750775782e-05,1.639719321407105e-05,3.1185752788795933e-10,5.665794875470057e-09,1.2903265810098548e-10,-3.1678992654160596e-09,5.626457653711818e-09,6.00221770538198e-11,-9.614994984043045e-09,-1.4306426076611643e-10,2.1417891087989083e-08,-5.9290844739798875e-09,1.506789949756726e-09,3.0814879110195774e-33,9.607893290430847e-07,3.2094714541398335e-05,-4.504385003455756e-05,-7.082638301416407e-05
0.0105234375,0.6381718523178301,758.9940669758793,0.44165334643937226,3.4642982474906726e-05,0.06097976418562447,1219.3955201489496,36164155.12941064,0.0004415035520005892,2.316329634420139e-07,5.83116765374604e-07,0.18404764799383658,4.555395831003652e-06,0.03173219590153509,0.00014057340565207932,3.960256091959563e-05,2.477103132091883e-16,3.3145359225103823e-13,4.114200970921634e-09,3.6253428191903454e-10,2.3676122999906377e-05,0.029464318190232656,0.009444541351197261,0.010582900209044083,4.160685478515587e-08,0.0006417745778661038,1.4114752357772e-09,2.079387040767438e-05,9.186445404012317e-05,1.652696484887134e-14,3.3985989646610525e-06,4.365250896964413e-10,0.00010227715410553867,6.351003696782847e-07,0.00029686787856192756,9.591901456056612e-10,1.6179839970813525e-05,3.9158828544549756e-09,4.4424594973660834e-13,2.945419013221279e-11,5.702011415616667e-10,1.6735275301423616e-09,1.0268836789164632e-12,6.057531669791994e-07,3.359046107572314e-07,3.580874289002457e-08,4.835818947214805e-10,1.6053269201460516e-15,7.422464918249048e-08,2.6555687507189995e-11,4.2182772062068797e-14,4.071152665076507e-09,4.746539668251112e-11,3.974411918438159e-08,1.2312034537316994e-10,0.7328868977071397,4.400444989955179e-15,2.7524764744025543e-08,5.425411261915002e-06,2.3591747524365454e-07,1.0141272383516148e-05,0.0016189595989904346,-0.04353087179233506,-0.0016981778701359055,-0.07799828984996861,-0.0042188948970893385,0.07844777995812692,0.011711248549399884,0.0017428226738868309,-7.281120361588227e-10,-7.949725313374667e-09,-1.3349960195203283e-05,-1.178606616026471e-06,-0.020673213358490133,-0.045645039773615795,0.01633630990514609,0.0034638542030069612,-3.8689977903298006e-05,0.02570243507738806,-1.6561636063316607e-06,0.0038879982367504874,0.004072969802714191,-4.831629478755181e-10,-4.847529866194142e-06,-7.266828556004252e-07,0.0012078949124326689,-0.00026694824181488683,0.005800846926719224,-1.304064723335279e-06,-0.0002189719582181428,-4.514542640023336e-08,-1.1972009364305475e-09,-3.9944665886420165e-08,-3.599345682009741e-08,2.1659179625139753e-08,-2.71140837302905e-09,-1.4316266016911188e-05,1.4354249812114068e-05,3.68540231129832e-10,6.7838600127870656e-09,-3.73198324336405e-10,-2.4758054915805593e-09,5.482901606845054e-09,-6.330428628722604e-10,-1.1704995190107517e-08,-1.8203904571426395e-10,2.5872802980791493e-08,-6.483889415292932e-09,3.262266842080086e-09,0.0,1.7689559969225607e-06,3.9773114494888925e-05,-4.364339180639858e-05,-7.978755175366327e-05
0.010529296875,0.649809880582707,772.6707940089658,0.4337433805099884,3.505831179862608e-05,0.061980971551039765,1224.2446511014302,40500119.732429914,0.00044573040773975047,2.7327791744998354e-07,6.812117922464994e-07,0.18272805538412185,5.036715126288079e-06,0.03260950014054928,0.00014319876317915947,3.985677587953233e-05,-1.875048658943316e-16,4.768505479620656e-13,4.982856066858738e-09,4.3953573771089756e-10,2.641067401791984e-05,0.029035658679061608,0.009775685234053751,0.01104828073673204,4.9372556659564696e-08,0.000661345923659663,1.7263186740717723e-09,2.0704301570158006e-05,9.475752529335328e-05,2.2090939771095807e-14,3.5423719211505113e-06,5.438578000869549e-10,0.00010642991390572641,7.266298637722301e-07,0.0003097095478590988,1.1610982085141395e-09,1.7041923874851454e-05,4.119434705416223e-09,5.139048267971881e-13,3.2860804704571155e-11,5.850813458934051e-10,1.7206118670203341e-09,1.3055890408461141e-12,6.402686438799119e-07,3.269815200217479e-07,3.7407108500879474e-08,5.002781554523162e-10,-7.111107191958625e-16,7.734758543695375e-08,2.6111082970244212e-11,5.341715015283341e-14,4.254420426108903e-09,4.9596079120520493e-11,4.1504775954233005e-08,1.3021825129530813e-10,0.732909457675022,-5.3107731188974615e-15,3.004245986178573e-08,5.743979606780254e-06,2.7146732748714683e-07,1.0677527311176887e-05,0.0027997699840715162,-0.048474736411917047,-0.001987089178609718,-0.08555279509729385,-0.0046447310019274626,0.08815783870198259,0.01175918716168332,0.0017813590721076945,9.770355079063126e-10,-8.59886721899765e-09,-1.5826871412454464e-05,-1.3902658500060822e-06,-0.02287191279335393,-0.05114616633939171,0.01878743268289636,0.003948790074741451,-4.5925829632233184e-05,0.02812504088034932,-1.9947972452424335e-06,0.0036813873407862165,0.004423956662935237,4.2624388937661087e-10,-5.83918380937944e-06,-9.010745774853479e-07,0.0013753120436870404,-0.00030186034840932633,0.006795163759153406,-1.6013409172199521e-06,-0.0002492201408078044,-5.446484283803405e-08,-1.347417646753453e-09,-4.3510693495116324e-08,-4.019210936399787e-08,2.4237492759223475e-08,-1.8595268368571948e-09,-1.2054749067977642e-05,1.2094770236779833e-05,4.3849327478665695e-10,7.908702407071924e-09,5.003989765287762e-10,-1.5283412530999227e-09,5.160915912934894e-09,4.797310056631478e-10,-1.4145325948621506e-08,-2.2994028589153874e-10,3.107557060695004e-08,-8.565109068216703e-09,1.248646352980387e-09,0.0,2.6638098558142736e-06,4.905325686092115e-05,-4.06731439504253e-05,-8.960006729057935e-05
0.01053515625,0.6616186539114761,786.5453924998261,0.42600179534797267,3.5476960349789245e-05,0.06299615499375834,1229.128964438253,45249303.98902077,0.0004499492507122997,3.206976522838054e-07,7.95499783320687e-07,0.18138035925762402,5.561836251334696e-06,0.03349860373624631,0.0001456006436573582,4.007226293061939e-05,3.378766902845148e-16,6.808662608759693e-13,6.013520469178518e-09,5.308019277166994e-10,2.943014728587713e-05,0.028598938549764856,0.010114296473442117,0.011528298221168163,5.852180034027373e-08,0.0006807416952680813,2.105999909372857e-09,2.050973629969296e-05,9.760983758165074e-05,3.2869833195270824e-14,3.6905915690171296e-06,6.761633074728073e-10,0.00011067444528611414,8.298334274963069e-07,0.0003227949878446137,1.4052455030868121e-09,1.794620096956872e-05,4.332783243345031e-09,6.026352131987329e-13,3.660447088548917e-11,6.004231593935575e-10,1.7682238725953418e-09,1.6486118359162046e-12,6.758824703743023e-07,3.173359355569431e-07,3.90572541202135e-08,5.172040323703051e-10,2.095095613543196e-15,8.05606926984591e-08,2.5540920285264454e-11,7.675533180912657e-14,4.4441781741840336e-09,5.182926338151509e-11,4.332089859506557e-08,1.3789993161905574e-10,0.7329340833035005,7.690324383698061e-15,3.2535943355150816e-08,6.075136286361621e-06,3.101341386175814e-07,1.1237658515134865e-05,0.004295128231963247,-0.05378727176155627,-0.0023185309681251656,-0.09358879937717281,-0.00514922878560493,0.09884081935629167,0.011610878525675985,0.0018218320357198065,-6.634184591471421e-10,-1.4316005634604458e-08,-1.8817998101277503e-05,-1.6475874980503022e-06,-0.025274859510627114,-0.0572099282872495,0.021580044708406836,0.004493636377825207,-5.445685813825624e-05,0.030691834445701616,-2.4008917538892146e-06,0.0033696808391053476,0.004777449385725395,-5.231502289339712e-10,-7.00699616914861e-06,-1.119443817664307e-06,0.0015624865457159946,-0.00034143598126797563,0.007936109022814648,-1.970133975447856e-06,-0.0002818232892137068,-6.538347078589177e-08,-1.599668708747658e-09,-4.736036164924133e-08,-4.4794229658577296e-08,2.7114613720728183e-08,-3.5985490860578988e-09,-9.611965409274178e-06,9.654168004100042e-06,5.251826924412539e-10,9.000557311244258e-09,-3.448140999870802e-10,-2.712163340039361e-10,4.660485524628187e-09,-6.954900058884324e-10,-1.6973563941022056e-08,-2.8866060676147245e-10,3.7122242465469245e-08,-9.123837922417413e-09,4.0967859417373464e-09,0.0,3.5951365471388467e-06,6.0220529812624304e-05,-3.589895688629772e-05,-0.0001002652246776831
0.010541015625,0.6735950378245171,800.6141383803446,0.4184275695045706,3.5898786017832325e-05,0.06402480995249712,1234.0407268649535,50447071.152212955,0.0004541591657870329,3.744353154386426e-07,9.284444479144759e-07,0.18000455171585528,6.134795021013441e-06,0.03439932353967946,0.0001477799155605162,4.024755777198065e-05,2.995891228849415e-16,9.637062636884364e-13,7.234331859274615e-09,6.387457398992334e-10,3.2760351556847535e-05,0.02815419629471638,0.010460374254733439,0.01202316759115057,6.928749897208567e-08,0.0006998907174207794,2.562658307523329e-09,2.0217024969496854e-05,0.00010041045199723663,4.578565412978578e-14,3.8433486470592475e-06,8.390388278276762e-10,0.00011500734783215629,9.460569221499409e-07,0.0003360951220509386,1.7005908846032365e-09,1.8894956960483203e-05,4.556562561403892e-09,6.990596595868769e-13,4.0695701550989445e-11,6.162429124909352e-10,1.816314917107899e-09,2.0670066014449667e-12,7.125504076432542e-07,3.0705111821990507e-07,4.076000845474091e-08,5.343066740019594e-10,1.78011593105276e-15,8.386500247364012e-08,2.4829148122022966e-11,1.0163484674576551e-13,4.640606546768949e-09,5.412839523715441e-11,4.5193128993884764e-08,1.4615766340915064e-10,0.732960784733148,5.91741012416959e-15,3.495416199996336e-08,6.418678001053425e-06,3.5177645621584803e-07,1.182265912859474e-05,0.006160420263099735,-0.0595158586757297,-0.0026974736873289972,-0.10215064472612366,-0.005752752724329194,0.11057797918533367,0.01126122463568989,0.0018645852865266553,-1.982912158275303e-10,-1.8788101353357934e-08,-2.2460743694401436e-05,-1.9575264338514925e-06,-0.027893456316626333,-0.06389766655832589,0.024758523842530338,0.005105409232459405,-6.451028983293569e-05,0.0333808672051734,-2.885330979358284e-06,0.002961686954577103,0.005130251409758728,-3.302376094850872e-10,-8.379900435472465e-06,-1.3911214304365635e-06,0.0017714420974998116,-0.00038617712858060046,0.00924043711035699,-2.4265644299255108e-06,-0.0003165967525501637,-7.81241991110424e-08,-1.8352395684594114e-09,-5.149173612704736e-08,-4.982044599284316e-08,3.032273664445525e-08,-3.820271781550602e-09,-7.028679227415668e-06,7.073082143729357e-06,6.326464515585589e-10,1.0016866090047226e-08,-1.2044335245320533e-10,1.2666996033551232e-09,3.981424817526683e-09,-4.659837346595206e-10,-2.022718491362927e-08,-3.5991272532696164e-10,4.4115194626246964e-08,-1.0944649084401134e-08,4.000495885947419e-09,0.0,4.494063251020572e-06,7.360283286610679e-05,-2.9116945607229723e-05,-0.00011175775324137443
0.010546874999999999,0.6857357918270808,814.8731906461436,0.411019430468139,3.632364735011816e-05,0.065066381214051,1238.9715918052939,56134534.850635655,0.00045835912972068025,4.3506674017878025e-07,1.082826167362565e-06,0.1786006374606241,6.76036350695525e-06,0.035311469600111924,0.0001497422785254066,4.038115193370742e-05,2.820715512954669e-16,1.3540175603629812e-12,8.679091262856052e-09,7.662521872770955e-10,3.642903316153448e-05,0.027701476819425565,0.01081390948160454,0.012533101049699628,8.194015553591428e-08,0.0007187186855019517,3.1106139397071657e-09,1.983567098680714e-05,0.00010314844269150938,6.369126911566035e-14,4.000738501450943e-06,1.0393885235908108e-09,0.00011942466932826419,1.0767977159970574e-06,0.0003495759161623289,2.058135137915117e-09,1.9890585057468114e-05,4.791539171378671e-09,8.087808972638206e-13,4.516482923573058e-11,6.325790954982732e-10,1.8648541222651443e-09,2.574434035104114e-12,7.502250812023621e-07,2.9621609003112147e-07,4.251625301196556e-08,5.515725745151098e-10,1.2512250743479097e-15,8.726156799772159e-08,2.3997884350061385e-11,1.3401405820821757e-13,4.843955201055613e-09,5.650921610585452e-11,4.7122123175552574e-08,1.550821357469277e-10,0.7329895690737228,2.2775000531470245e-16,3.724674456972075e-08,6.774274928915538e-06,3.9616366444556635e-07,1.2433566075331705e-05,0.008457861614906201,-0.06572379329506406,-0.003129363829350957,-0.11129837377227789,-0.006478608392478487,0.12346288382885189,0.01071250986464293,0.0019099309749970501,3.5076701840964904e-10,-2.499145466691299e-08,-2.6931139528971876e-05,-2.336653370638574e-06,-0.030736199691159354,-0.07128272130078989,0.028373326996740864,0.005792299298948711,-7.634872779447785e-05,0.036162867699623145,-3.4655505432609583e-06,0.0024725648472139865,0.005479454244684874,-1.0405872303109793e-10,-9.991417330170372e-06,-1.731259871867355e-06,0.0020043808599828224,-0.0004365162172544128,0.010725839494608234,-2.9928638645560534e-06,-0.00035323723115011067,-9.293801791114738e-08,-2.0949968936556336e-09,-5.594403347341546e-08,-5.5291459146822275e-08,3.389788671979784e-08,-4.086459948133385e-09,-4.3491799460955e-06,4.395841219179906e-06,7.66044532215405e-10,1.0911792911625263e-08,1.811496292535195e-10,3.0914495264288643e-09,3.1429787203854094e-09,-1.6149084312394338e-10,-2.3943286755948583e-08,-4.459241016380859e-10,5.217371798794838e-08,-1.3066262898902077e-08,3.8447636151184295e-09,0.0,5.27702733638027e-06,8.95751154856564e-05,-2.017265104189598e-05,-0.00012401706406875584
0.010552734374999997,0.6980375700691676,829.3185921676056,0.40377588082740257,3.67514035141946e-05,0.06612025841565587,1243.9125566239964,62359552.062439345,0.0004625479907686721,5.03206482995461e-07,1.261773104723165e-06,0.17716863457212817,7.444215924227528e-06,0.0362348446715901,0.00015149814126118674,4.0471485761359386e-05,6.651042264200285e-16,1.8900059770492875e-12,1.0388694166145342e-08,9.167994767134502e-10,4.0465918560380875e-05,0.02724083196347755,0.011174883986013004,0.013058307914443784,9.679369370814726e-08,0.0007371489714130141,3.766771091223413e-09,1.9377393497367554e-05,0.00010581298111230839,8.941377983348908e-14,4.162861790491262e-06,1.2857314122049214e-09,0.00012392185993169037,1.223715392555765e-06,0.0003631979110371834,2.4913480219957212e-09,2.093557261661377e-05,5.038572893657101e-09,9.378879822562275e-13,5.004419083454111e-11,6.494732034875988e-10,1.913807808318118e-09,3.1862548120364933e-12,7.888569796006774e-07,2.8492381369617956e-07,4.432687075494412e-08,5.689917226612507e-10,2.6071209868165355e-15,9.075143353707564e-08,2.3073931303562914e-11,1.7904261810029434e-13,5.054493698736278e-09,5.898927105341049e-11,4.9108496855474826e-08,1.6477693461583434e-10,0.7330204405089139,2.569027860289304e-15,3.936835184353908e-08,7.141449671038121e-06,4.4296974172872215e-07,1.3071457188623525e-05,0.01125720234518522,-0.07249142301381696,-0.00362025620422127,-0.12111030587181959,-0.007352991673151571,0.13760455802054206,0.009974641605528497,0.001958142654540927,-9.592663686962323e-11,-3.487209277773886e-08,-3.244873403831288e-05,-2.8043569259448383e-06,-0.03380741951491664,-0.07945282105210637,0.032481884151013496,0.006563943003204847,-9.027544478953237e-05,0.0390021742032095,-4.162171546288939e-06,0.0019229062447739531,0.00582259573723489,-4.5747514956336254e-10,-1.1880713228625966e-05,-2.1587898541283075e-06,0.0022636758290075416,-0.000492760532346193,0.012410741485332841,-3.696507297178048e-06,-0.00039129211500734036,-1.1010740554570469e-07,-2.4321996479790615e-09,-6.076104405204637e-08,-6.122594460052985e-08,3.787914650711099e-08,-5.194612080065743e-09,-1.6197811752136756e-06,1.66879247760776e-06,9.317156497973443e-10,1.1638317729650413e-08,-3.196826766191335e-11,5.203787452936937e-09,2.1727986066080065e-09,-5.670502543519512e-10,-2.815754881039109e-08,-5.492802331019141e-10,6.143581017943535e-08,-1.4931066301677505e-08,5.203891203370281e-09,6.162975822039155e-33,5.854000996140406e-06,0.00010856343898924225,-8.988610725876761e-06,-0.00013693647726669501
